,index,gltr_0,gltr_1,gltr_2,gltr_3,gltr_Label,gpt_zero_Burtiness,gpt_zero_Label,gpt_zero_Perplexity,roberta_Label,roberta_large_Label,roberta_large_score_0,roberta_large_score_1,roberta_score_Fake,roberta_score_Real,symbol,year,quarter,Text
2,std,0.031038928897556793,0.014738740819443197,0.0209536204766666,0.013664178560753578,0.38924947208076155,119.30896356887351,0.492365963917331,11.515470489999991,0.28867513459481287,0.0,0.009711542502776381,0.009711552897752142,0.3080880221501378,0.3080880223544172,AAPL,2020,3,
3,min,0.6115942028985507,0.1694915254237288,0.0708215297450425,0.014326647564469915,0.0,141.0,0.0,24.0,0.0,0.0,0.966107964515686,0.0005066702724434435,0.00017688152729533613,0.0008319687331095338,AAPL,2020,3,
4,25%,0.6569722650231125,0.19005847953216373,0.09038812190674655,0.02250136673127578,0.0,227.5,0.0,28.5,0.0,0.0,0.9970270246267319,0.0011520100815687329,0.0002248683485959191,0.9994718432426453,AAPL,2020,3,
5,50%,0.6753816146540027,0.19596458001063263,0.09860865165696939,0.034883819538670285,0.0,291.5,0.0,32.5,0.0,0.0,0.9983082711696625,0.0016916865715757012,0.00026651516964193434,0.9997334480285645,AAPL,2020,3,
6,75%,0.6869998023910681,0.20215393735796858,0.11085049580472921,0.04093567251461988,0.0,378.25,1.0,41.25,0.0,0.0,0.9988479912281036,0.002972976944874972,0.0005282070269458927,0.9997751116752625,AAPL,2020,3,
7,max,0.7138810198300283,0.22033898305084745,0.13742690058479531,0.05507246376811594,1.0,483.0,1.0,59.0,1.0,0.0,0.9994933605194092,0.03389204293489456,0.9991680383682251,0.9998231530189514,AAPL,2020,3,
0,count,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,AAPL,2020,4,
1,mean,0.6891025784612553,0.1846671510413864,0.09439967335272562,0.03183059714463265,0.38461538461538464,623.0769230769231,0.15384615384615385,30.23076923076923,0.0,0.0,0.9945782973216131,0.005421699897851795,0.00037945778100178216,0.9996205705862778,AAPL,2020,4,
2,std,0.034141612746842215,0.022495501375464386,0.022394180116444985,0.012444674557487377,0.5063696835418333,1065.05965885629,0.3755338080994054,9.193782737570048,0.0,0.0,0.005656030620300769,0.005656028882443206,0.0005584471598290301,0.0005584639256065942,AAPL,2020,4,
3,min,0.6318681318681318,0.14545454545454545,0.0546448087431694,0.01092896174863388,0.0,207.0,0.0,16.0,0.0,0.0,0.9821943640708923,0.0005327979451976717,0.00016863312339410186,0.9977706670761108,AAPL,2020,4,
4,25%,0.676056338028169,0.175,0.07756232686980609,0.02459016393442623,0.0,243.0,0.0,26.0,0.0,0.0,0.9929805397987366,0.0018166344380006194,0.0001889631530502811,0.999731719493866,AAPL,2020,4,
5,50%,0.6933701657458563,0.1883656509695291,0.09944751381215469,0.031791907514450865,0.0,340.0,0.0,29.0,0.0,0.0,0.9969402551651001,0.003059776732698083,0.0002113547088811174,0.9997887015342712,AAPL,2020,4,
6,75%,0.7089337175792507,0.19398907103825136,0.10655737704918032,0.040345821325648415,1.0,383.0,0.0,34.0,0.0,0.0,0.9981833100318909,0.007019548676908016,0.000268321658950299,0.9998111128807068,AAPL,2020,4,
7,max,0.7506493506493507,0.21965317919075145,0.12154696132596685,0.057692307692307696,1.0,4154.0,1.0,51.0,0.0,0.0,0.9994671940803528,0.017805658280849457,0.0022293059155344963,0.9998313188552856,AAPL,2020,4,
0,count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,AAPL,2021,1,
1,mean,0.6914000898344123,0.19507026956298718,0.08606563319397621,0.027464007408624376,0.3,197.5,0.8,28.6,0.1,0.0,0.9563158512115478,0.04368413716438226,0.10956258999358397,0.8904374344099779,AAPL,2021,1,
2,std,0.03467488091250263,0.023788276865458712,0.02159576757146189,0.010506350114779722,0.4830458915396479,82.80264354341459,0.4216370213557839,7.411702458499891,0.31622776601683794,0.0,0.08953384566523394,0.08953386159064082,0.3140143266646022,0.3140143413065561,AAPL,2021,1,
3,min,0.6473988439306358,0.16857142857142857,0.03954802259887006,0.008620689655172414,0.0,72.0,0.0,18.0,0.0,0.0,0.7085500955581665,0.0005275362054817379,0.0001772833929862827,0.00020639394642785192,AAPL,2021,1,
4,25%,0.6665511665511665,0.17838258728089235,0.07848216631634261,0.020521003987511978,0.0,140.25,1.0,23.0,0.0,0.0,0.9589361846446991,0.001195706834550947,0.0001849816326284781,0.9956492185592651,AAPL,2021,1,
5,50%,0.6851623376623377,0.1875123786888493,0.08958527493010252,0.027025058275058272,0.0,185.0,1.0,29.0,0.0,0.0,0.9926440119743347,0.0073559703305363655,0.000221207294089254,0.9997788071632385,AAPL,2021,1,
6,75%,0.7139399271752213,0.20649550052548607,0.09215618464173378,0.0338992838992839,0.75,263.25,1.0,34.5,0.0,0.0,0.9988042712211609,0.04106378648430109,0.004350815390353091,0.9998150765895844,AAPL,2021,1,
7,max,0.7570621468926554,0.24855491329479767,0.11428571428571428,0.04335260115606936,1.0,329.0,1.0,40.0,1.0,0.0,0.999472439289093,0.2914499342441559,0.9997935891151428,0.9998227953910828,AAPL,2021,1,
0,count,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,AAPL,2021,2,
1,mean,0.686815056210366,0.19066370404634728,0.09189978407596623,0.03062145566732043,0.36363636363636365,3151.818181818182,0.5454545454545454,29.636363636363637,0.0,0.09090909090909091,0.9204801158471541,0.07951990286925469,0.003025569610392929,0.9969744086265564,AAPL,2021,2,
2,std,0.026849633863747724,0.01905740195960624,0.0142026005716402,0.009261458985532154,0.504524979109513,9225.834670296035,0.5222329678670935,6.561596258117795,0.0,0.3015113445777636,0.21833732124146057,0.21833733015904586,0.009193164934268654,0.009193147253399276,AAPL,2021,2,
3,min,0.6521739130434783,0.15804597701149425,0.06741573033707865,0.020114942528735632,0.0,99.0,0.0,22.0,0.0,0.0,0.2728649973869324,0.0005140628200024366,0.00017813040176406503,0.9692568778991699,AAPL,2021,2,
4,25%,0.6662318840579711,0.18182158920539732,0.08345755076352314,0.02247191011235955,0.0,169.0,0.0,23.5,0.0,0.0,0.9956353306770325,0.000907133799046278,0.0002063146748696454,0.9996829926967621,AAPL,2021,2,
5,50%,0.6742857142857143,0.19142857142857142,0.09142857142857143,0.02865329512893983,0.0,200.0,1.0,33.0,0.0,0.0,0.9989860653877258,0.001013929839245975,0.00022961875947657973,0.9997703433036804,AAPL,2021,2,
6,75%,0.7102544233501227,0.2054655954022609,0.0999267220322423,0.03868637110016421,1.0,365.0,1.0,35.0,0.0,0.0,0.9990928769111633,0.004364705993793905,0.00031699771352577955,0.9997936487197876,AAPL,2021,2,
7,max,0.7300275482093664,0.21159420289855072,0.11594202898550725,0.04610951008645533,1.0,30930.0,1.0,38.0,0.0,1.0,0.999485969543457,0.7271350622177124,0.030743153765797615,0.9998218417167664,AAPL,2021,2,
0,count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,AAPL,2021,3,
1,mean,0.6851155035814414,0.18875495823094293,0.09955821598599954,0.026571322201616305,0.4,626.3,0.5,30.9,0.0,0.0,0.9656400978565216,0.03435991732403636,0.0009649743762565777,0.9990350246429444,AAPL,2021,3,
2,std,0.032750705681915404,0.02396787564862533,0.020446097210197023,0.01268891696164642,0.5163977794943222,1137.0524320950785,0.5270462766947299,10.300485425454472,0.0,0.0,0.06404401434117578,0.06404401671131756,0.0014827606169628268,0.0014827702421676403,AAPL,2021,3,
3,min,0.625,0.14942528735632185,0.055865921787709494,0.008287292817679558,0.0,79.0,0.0,17.0,0.0,0.0,0.802442193031311,0.0005693489219993353,0.0001761303865350783,0.9951199293136597,AAPL,2021,3,
4,25%,0.6645299145299145,0.17361838887724446,0.0920173437834859,0.017669185070386156,0.0,140.0,0.0,23.25,0.0,0.0,0.9815595000982285,0.0018310231680516154,0.00020817131007788703,0.9989966303110123,AAPL,2021,3,
5,50%,0.6903332041844247,0.19327882744334945,0.10187728937728938,0.024626940915507156,0.0,218.5,0.5,29.5,0.0,0.0,0.9948229789733887,0.0051770396530628204,0.0002922424755524844,0.9997077882289886,AAPL,2021,3,
6,75%,0.7066225061855993,0.2026540710751237,0.11540418726373947,0.03527096578867696,1.0,381.75,1.0,37.0,0.0,0.0,0.998169019818306,0.01844052178785205,0.0010033461585408077,0.9997918605804443,AAPL,2021,3,
7,max,0.7374301675977654,0.22916666666666666,0.1235632183908046,0.045584045584045586,1.0,3813.0,1.0,49.0,0.0,0.0,0.9994305968284607,0.19755782186985016,0.004880046937614679,0.9998238682746887,AAPL,2021,3,
0,count,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,AAPL,2021,4,
1,mean,0.6989402619018125,0.19366713902677787,0.0813536141275847,0.02603898494382489,0.45454545454545453,1498.5454545454545,0.18181818181818182,26.727272727272727,0.0,0.0,0.9878088615157388,0.012191136812113902,0.0032792679161172023,0.9967207475142046,AAPL,2021,4,
2,std,0.02843835582527322,0.015391308260872214,0.01945546771450753,0.008393771207115085,0.5222329678670934,3338.608134047372,0.40451991747794525,5.815340215170719,0.0,0.0,0.018174772719430392,0.018174767357660507,0.006806794393448872,0.006806798773155057,AAPL,2021,4,
3,min,0.6573816155988857,0.16758241758241757,0.04774535809018567,0.013736263736263736,0.0,140.0,0.0,18.0,0.0,0.0,0.9469695687294006,0.0006435629329644144,0.00017353221483062953,0.9774877429008484,AAPL,2021,4,
4,25%,0.6760617025328508,0.18349845401712722,0.06981095318879518,0.021162905433364104,0.0,293.5,0.0,23.0,0.0,0.0,0.990289717912674,0.002077113778796047,0.00019320449064252898,0.9975774586200714,AAPL,2021,4,
5,50%,0.6946778711484594,0.19428571428571428,0.08241758241758242,0.025069637883008356,0.0,396.0,0.0,27.0,0.0,0.0,0.9953150749206543,0.004684943240135908,0.00020636165572796017,0.9997937083244324,AAPL,2021,4,
6,75%,0.7221888520012663,0.20279490469781852,0.09351524879614767,0.031180580148739576,1.0,490.5,0.0,30.0,0.0,0.0,0.9979229271411896,0.009710294660180807,0.0024225761007983238,0.999806821346283,AAPL,2021,4,
7,max,0.7374005305039788,0.2247191011235955,0.11420612813370473,0.04201680672268908,1.0,11463.0,1.0,36.0,0.0,0.0,0.9993564486503601,0.05303036794066429,0.02251225709915161,0.9998264908790588,AAPL,2021,4,
0,count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,AAPL,2022,1,
1,mean,0.7087238104192949,0.19024774772326924,0.07962707733167786,0.021401364525758092,0.4,3069.5,0.4,23.9,0.0,0.0,0.9935946524143219,0.00640533568803221,0.0002265098228235729,0.9997734904289246,AAPL,2022,1,
2,std,0.03204120269942063,0.0213343059349438,0.023938434078828206,0.005913198506180542,0.5163977794943222,7462.730379842369,0.5163977794943223,6.1544924874255695,0.0,0.0,0.009030405120066169,0.009030407495162847,5.2900465869657486e-05,5.290147036652522e-05,AAPL,2022,1,
3,min,0.6619318181818182,0.16056338028169015,0.044444444444444446,0.014326647564469915,0.0,63.0,0.0,16.0,0.0,0.0,0.9696241021156311,0.0004965279949828982,0.0001709065109025687,0.9996914863586426,AAPL,2022,1,
4,25%,0.6929635460821122,0.16983695652173914,0.05871996685998343,0.016952868103763244,0.0,179.25,0.0,18.75,0.0,0.0,0.9932321161031723,0.0007002425845712423,0.0001780339916876983,0.9997281730175018,AAPL,2022,1,
5,50%,0.6985294117647058,0.19491423965009458,0.08172268907563025,0.01888100067613252,0.0,680.0,0.0,23.0,0.0,0.0,0.9957025945186615,0.004297354142181575,0.00021289652795530856,0.9997870922088623,AAPL,2022,1,
6,75%,0.7362942360042608,0.2062750668449198,0.09479756987801363,0.025264084507042255,1.0,1480.0,1.0,29.25,0.0,0.0,0.9992997199296951,0.0067678975174203515,0.0002718118848861195,0.9998219609260559,AAPL,2022,1,
7,max,0.7611111111111111,0.22058823529411764,0.11884057971014493,0.03125,1.0,24220.0,1.0,34.0,0.0,0.0,0.999503493309021,0.030375886708498,0.0003085218195337802,0.9998290538787842,AAPL,2022,1,
0,count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,AAPL,2022,2,
1,mean,0.6935720450864525,0.18605671246130878,0.09467479823699536,0.025696444215243273,0.4,2785.0,0.5,28.2,0.0,0.0,0.996799910068512,0.003200075007043779,0.0002714732545427978,0.999728548526764,AAPL,2022,2,
2,std,0.03052256408471552,0.014686172908530942,0.020606667920936874,0.013213610526624803,0.5163977794943223,8185.088162153308,0.5270462766947299,6.356099432828281,0.0,0.0,0.0032912772254720456,0.0032912712965684114,0.00013622145340744802,0.0001362212131862467,AAPL,2022,2,
3,min,0.6558823529411765,0.1608187134502924,0.055865921787709494,0.011461318051575931,0.0,107.0,0.0,17.0,0.0,0.0,0.9893798232078552,0.0005334370653145015,0.00017459274386055768,0.9993615746498108,AAPL,2022,2,
4,25%,0.665934007624552,0.1773675286138194,0.08293064931280655,0.018046162893266687,0.0,121.0,0.0,26.25,0.0,0.0,0.9956878423690796,0.0007052281871438026,0.00019538331252988428,0.9997146129608154,AAPL,2022,2,
5,50%,0.697007592313794,0.18571580176164704,0.09453656833653343,0.022103354330435386,0.0,204.5,0.5,28.0,0.0,0.0,0.9980563223361969,0.0019436574075371027,0.00023123295977711678,0.9997687935829163,AAPL,2022,2,
6,75%,0.7028866677078452,0.19069873712196742,0.11373766316459727,0.029715341156019124,1.0,289.5,1.0,31.5,0.0,0.0,0.9992948025465012,0.00431208306690678,0.0002854002741514705,0.999804675579071,AAPL,2022,2,
7,max,0.7486033519553073,0.21203438395415472,0.11695906432748537,0.058823529411764705,1.0,26079.0,1.0,40.0,0.0,0.0,0.999466598033905,0.010620190761983395,0.0006384532316587865,0.9998254179954529,AAPL,2022,2,
0,count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,AAPL,2022,3,
1,mean,0.6922045673698298,0.19633940639710218,0.08653101861821393,0.02492500761485407,0.5,898.4,0.5,26.8,0.0,0.0,0.9939269304275513,0.0060730852594133465,0.00022914788132766262,0.9997708678245545,AAPL,2022,3,
2,std,0.03533526414437723,0.02793520815729427,0.02020752880091651,0.007789548008198685,0.5270462766947299,1743.8096990975441,0.5270462766947299,6.014796569941312,0.0,0.0,0.007598249031600225,0.007598231469819202,6.84782400678956e-05,6.845664768334665e-05,AAPL,2022,3,
3,min,0.6309523809523809,0.14484679665738162,0.04481792717086835,0.014492753623188406,0.0,120.0,0.0,18.0,0.0,0.0,0.975214958190918,0.0005204545450396836,0.00017081023543141782,0.9996222257614136,AAPL,2022,3,
4,25%,0.6693313953488371,0.18617612334189876,0.07831774519716886,0.0195259162160686,0.0,144.25,0.0,23.25,0.0,0.0,0.9913723021745682,0.0011508879251778126,0.0001766785680956673,0.9997514188289642,AAPL,2022,3,
5,50%,0.6963079243424597,0.19766010849323942,0.09293229026166712,0.02310539125796019,0.5,228.5,0.5,24.0,0.0,0.0,0.9969899356365204,0.003010057262144983,0.00020234848489053547,0.9997976422309875,AAPL,2022,3,
6,75%,0.7154799706888129,0.2131032619880634,0.09754547886570358,0.029710512950736415,1.0,318.75,1.0,31.25,0.0,0.0,0.998849168419838,0.00862770841922611,0.0002486186640453525,0.9998233616352081,AAPL,2022,3,
7,max,0.7507002801120448,0.23809523809523808,0.116991643454039,0.0377906976744186,1.0,5674.0,1.0,38.0,0.0,0.0,0.9994795918464661,0.02478501759469509,0.00037780392449349165,0.9998291730880737,AAPL,2022,3,
0,count,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,AAPL,2022,4,
1,mean,0.6762938880563296,0.20858109137817338,0.08421802567364635,0.030906994891850736,0.3333333333333333,225.25,0.8333333333333334,29.833333333333332,0.0,0.0,0.9969463646411896,0.0030536224876414053,0.0014346695509933245,0.9985653360684713,AAPL,2022,4,
2,std,0.03811851517917601,0.025726421763886828,0.013879207752746465,0.010561818178710308,0.492365963917331,103.80061744430128,0.38924947208076144,8.49420479806763,0.0,0.0,0.006344535375643,0.00634454978988624,0.00407137147743266,0.004071386360646426,AAPL,2022,4,
3,min,0.6145251396648045,0.15966386554621848,0.05042016806722689,0.01680672268907563,0.0,118.0,0.0,18.0,0.0,0.0,0.9769304990768433,0.00048533696099184453,0.00017210586520377547,0.9856390953063965,AAPL,2022,4,
4,25%,0.6480628730191398,0.19152751016912867,0.08119658119658119,0.02474041110404747,0.0,146.0,1.0,24.75,0.0,0.0,0.9979906529188156,0.0007045126258162782,0.00018312175961909816,0.9996820688247681,AAPL,2022,4,
5,50%,0.6734444066643999,0.20998361221321374,0.0879856120721269,0.0289942767818874,0.0,206.5,1.0,29.0,0.0,0.0,0.9989789426326752,0.0010210110631305724,0.00027000895352102816,0.9997299909591675,AAPL,2022,4,
6,75%,0.703722502109599,0.22035151724307936,0.09289357361441686,0.03460314761742847,1.0,287.25,1.0,33.5,0.0,0.0,0.9992954730987549,0.0020093292114324868,0.0003179535851813853,0.9998169243335724,AAPL,2022,4,
7,max,0.7478991596638656,0.24860335195530725,0.10029498525073746,0.05307262569832402,1.0,467.0,1.0,50.0,0.0,0.0,0.9995146989822388,0.023069536313414574,0.014360862784087658,0.9998278617858887,AAPL,2022,4,
0,count,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,AON,2012,1,
1,mean,0.6448705945535489,0.20127255934060193,0.11531802084792664,0.03853882525792253,0.08333333333333333,1041.6666666666667,0.08333333333333333,39.166666666666664,0.0,0.0,0.956083262960116,0.04391673844171843,0.00043643582830554806,0.9995635996262232,AON,2012,1,
2,std,0.044541059471125244,0.02954353463867738,0.019134889219370118,0.013721219214223132,0.28867513459481287,1452.123669497592,0.28867513459481287,13.998917707083537,0.0,0.0,0.13911810462184937,0.13911810376397585,0.0005882458199758935,0.0005882530909616544,AON,2012,1,
3,min,0.5880681818181818,0.1553133514986376,0.08174386920980926,0.01634877384196185,0.0,208.0,0.0,17.0,0.0,0.0,0.5144510865211487,0.00046951061813160777,0.00017014068725984544,0.9981946349143982,AON,2012,1,
4,25%,0.608976162463553,0.18043345543345543,0.09987906499014296,0.029032097288676235,0.0,340.25,0.0,31.5,0.0,0.0,0.992284819483757,0.000792780629126355,0.00017353173097944818,0.9997941851615906,AON,2012,1,
5,50%,0.6424466504866191,0.1985012021075247,0.12017704517704517,0.03785804217815549,0.0,622.0,0.0,35.0,0.0,0.0,0.9971567988395691,0.002843196620233357,0.0001822078338591382,0.9998178482055664,AON,2012,1,
6,75%,0.6597832722832723,0.2202860729386892,0.12931091437632136,0.05208059642669469,0.0,759.75,0.0,55.25,0.0,0.0,0.9992072433233261,0.007715154672041535,0.0002058563222817611,0.9998264908790588,AON,2012,1,
7,max,0.7465940054495913,0.24362606232294617,0.13872832369942195,0.05604719764011799,1.0,5459.0,1.0,59.0,0.0,0.0,0.999530553817749,0.4855489134788513,0.001805364852771163,0.999829888343811,AON,2012,1,
0,count,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,AON,2012,2,
1,mean,0.6498309395382464,0.2051055363523804,0.10892695347862251,0.036136570630750604,0.16666666666666666,484.1666666666667,0.25,38.0,0.0,0.0,0.9912506292263666,0.008749370065440113,0.0009955977111530956,0.9990044186512629,AON,2012,2,
2,std,0.05546349860110751,0.03229302406776777,0.021890911590014578,0.016885454503254637,0.38924947208076155,312.4172132765977,0.45226701686664544,14.148562406895557,0.0,0.0,0.009663942908383074,0.009663941345868442,0.0027492498341471845,0.002749260022967494,AON,2012,2,
3,min,0.5644699140401146,0.15915119363395225,0.05570291777188329,0.014164305949008499,0.0,169.0,0.0,15.0,0.0,0.0,0.970253586769104,0.0009873168310150504,0.0001734286779537797,0.9902745485305786,AON,2012,2,
4,25%,0.6088145729999662,0.17645835856445036,0.09667052214144084,0.026688466351782326,0.0,265.75,0.0,27.75,0.0,0.0,0.9885770827531815,0.0016903651121538132,0.00018762944091577083,0.9997783601284027,AON,2012,2,
5,50%,0.6423597025016903,0.20842394118256186,0.11723507674134614,0.030834881960217497,0.0,369.5,0.0,35.5,0.0,0.0,0.9959060251712799,0.004093963420018554,0.00020874181063845754,0.9997912645339966,AON,2012,2,
6,75%,0.6783400538164717,0.23104758757435556,0.11968370950406879,0.04342366159947125,0.0,674.0,0.25,49.25,0.0,0.0,0.9983096569776535,0.011422892566770315,0.00022165361588122323,0.9998123943805695,AON,2012,2,
7,max,0.76657824933687,0.2521489971346705,0.1388101983002833,0.0659025787965616,1.0,1061.0,1.0,62.0,0.0,0.0,0.9990127086639404,0.029746441170573235,0.009725435636937618,0.9998266100883484,AON,2012,2,
0,count,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,AON,2012,3,
1,mean,0.6607279181541335,0.19264071093504956,0.10941743584317765,0.037213935067639335,0.23076923076923078,509.38461538461536,0.23076923076923078,36.46153846153846,0.0,0.0,0.9687110277322623,0.03128895455022128,0.0020131878342139176,0.9979868118579571,AON,2012,3,
2,std,0.04821065082836992,0.026164159439935268,0.023933485639868534,0.016445360741854802,0.4385290096535146,402.0635394357337,0.4385290096535146,13.188475933021882,0.0,0.0,0.06630749902302684,0.0663074936623507,0.0061600993183347115,0.006160111963568876,AON,2012,3,
3,min,0.5902578796561605,0.1401098901098901,0.07692307692307693,0.01358695652173913,0.0,91.0,0.0,18.0,0.0,0.0,0.7540035843849182,0.0005692274426110089,0.00017421228403691202,0.9775177836418152,AON,2012,3,
4,25%,0.6395348837209303,0.1844380403458213,0.08659217877094973,0.025495750708215296,0.0,189.0,0.0,29.0,0.0,0.0,0.9768086671829224,0.0017582060536369681,0.00018874362285714597,0.9997795224189758,AON,2012,3,
5,50%,0.6560693641618497,0.19653179190751446,0.11239193083573487,0.03216374269005848,0.0,451.0,0.0,31.0,0.0,0.0,0.9904254078865051,0.009574617259204388,0.0002059225516859442,0.999794065952301,AON,2012,3,
6,75%,0.6983240223463687,0.21114369501466276,0.1225071225071225,0.0469208211143695,0.0,598.0,0.0,43.0,0.0,0.0,0.9982417821884155,0.023191293701529503,0.0002204316115239635,0.9998112320899963,AON,2012,3,
7,max,0.7582417582417582,0.22988505747126436,0.1518624641833811,0.06837606837606838,1.0,1431.0,1.0,64.0,0.0,0.0,0.9994307160377502,0.2459963709115982,0.02248217724263668,0.9998257756233215,AON,2012,3,
0,count,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,AON,2012,4,
1,mean,0.6522475047347613,0.20571883440837554,0.10591281675672093,0.036120844100142206,0.07692307692307693,509.84615384615387,0.15384615384615385,36.0,0.0,0.0,0.9875221619239221,0.012477852954851607,0.000721248287635927,0.9992787792132451,AON,2012,4,
2,std,0.036775359005715165,0.021110287325857485,0.020219422499087952,0.015222545207909277,0.2773500981126146,298.41856682458786,0.3755338080994054,11.157956802210698,0.0,0.0,0.022193157943651624,0.022193161004346516,0.0015813951550668853,0.0015813883021761268,AON,2012,4,
3,min,0.5971830985915493,0.16981132075471697,0.06857142857142857,0.013850415512465374,0.0,134.0,0.0,18.0,0.0,0.0,0.9233829379081726,0.0005087970057502389,0.00017361810023430735,0.9940336346626282,AON,2012,4,
4,25%,0.6277173913043478,0.19021739130434784,0.09217877094972067,0.02556818181818182,0.0,253.0,0.0,29.0,0.0,0.0,0.9913232326507568,0.0008054556092247367,0.00020178916747681797,0.999531626701355,AON,2012,4,
5,50%,0.659942363112392,0.2084507042253521,0.11239193083573487,0.03170028818443804,0.0,598.0,0.0,33.0,0.0,0.0,0.9966391324996948,0.0033609040547162294,0.00021963691688142717,0.9997803568840027,AON,2012,4,
6,75%,0.6703910614525139,0.22038567493112948,0.11647727272727272,0.05232558139534884,0.0,662.0,0.0,49.0,0.0,0.0,0.9991945624351501,0.008676789700984955,0.00046843322343192995,0.9997982382774353,AON,2012,4,
7,max,0.7250673854447439,0.24581005586592178,0.13802816901408452,0.06,1.0,1016.0,1.0,54.0,0.0,0.0,0.9994912147521973,0.07661708444356918,0.005966417025774717,0.9998263716697693,AON,2012,4,
0,count,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,AON,2013,1,
1,mean,0.6563540725498229,0.2028378497074189,0.10333044638280865,0.03747763135994964,0.2727272727272727,623.0909090909091,0.2727272727272727,37.54545454545455,0.0,0.0,0.9925487583333795,0.007451234374787997,0.00020967503686816516,0.9997903379527006,AON,2013,1,
2,std,0.06366196993156042,0.037392793156366504,0.025094660218754637,0.01596146357462608,0.46709936649691375,618.1869384814685,0.46709936649691375,15.597202546377579,0.0,0.0,0.016001623992497643,0.01600161867836463,2.5990111052704915e-05,2.5993589873221205e-05,AON,2013,1,
3,min,0.5702005730659025,0.14681440443213298,0.07624633431085044,0.017341040462427744,0.0,88.0,0.0,21.0,0.0,0.0,0.9451742768287659,0.0004917258047498763,0.00017572562501300126,0.999754011631012,AON,2013,1,
4,25%,0.5907811137411237,0.17826528310399278,0.08027777777777778,0.02496537396121884,0.0,200.5,0.0,27.5,0.0,0.0,0.9951634705066681,0.0008610153163317591,0.00018794342031469569,0.9997692704200745,AON,2013,1,
5,50%,0.667621776504298,0.20916905444126074,0.10028653295128939,0.03296703296703297,0.0,398.0,0.0,29.0,0.0,0.0,0.9985935091972351,0.0014065164141356945,0.00021163780183997005,0.9997883439064026,AON,2013,1,
6,75%,0.70529873352454,0.22156201864948571,0.11820937668701466,0.04622222222222222,0.5,853.0,0.5,51.5,0.0,0.0,0.9991389811038971,0.004836529376916587,0.00023072262411005795,0.9998120665550232,AON,2013,1,
7,max,0.7388888888888889,0.2722063037249284,0.1489971346704871,0.06956521739130435,1.0,2153.0,1.0,62.0,0.0,0.0,0.999508261680603,0.05482569336891174,0.0002459958486724645,0.9998243451118469,AON,2013,1,
0,count,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,AON,2013,2,
1,mean,0.6589788426014306,0.20606504127772113,0.10176661692644534,0.03318949919440302,0.18181818181818182,489.6363636363636,0.09090909090909091,35.81818181818182,0.0,0.0,0.9850268255580555,0.014973180268002166,0.01856492690620309,0.981435087594119,AON,2013,2,
2,std,0.05782449582501382,0.031614480914004234,0.02258177193678839,0.012534614534903713,0.40451991747794525,303.17033915845815,0.30151134457776363,15.529444174330141,0.0,0.0,0.025613573616803692,0.02561359585347837,0.04943052643687057,0.04943055032765933,AON,2013,2,
3,min,0.5584045584045584,0.16393442622950818,0.07650273224043716,0.01639344262295082,0.0,99.0,0.0,17.0,0.0,0.0,0.9222373366355896,0.0007797824800945818,0.00017135114467237145,0.8365796208381653,AON,2013,2,
4,25%,0.6096928088369826,0.18373584446158217,0.08483479288240318,0.024892387371164962,0.0,254.0,0.0,25.0,0.0,0.0,0.9927668869495392,0.0014074501232244074,0.00017470647435402498,0.999736487865448,AON,2013,2,
5,50%,0.6825396825396826,0.2077562326869806,0.09577464788732394,0.02881844380403458,0.0,382.0,0.0,29.0,0.0,0.0,0.993411123752594,0.006588841322809458,0.00018718282808549702,0.99981290102005,AON,2013,2,
6,75%,0.695840540317931,0.22839220674105337,0.11969975960308936,0.03834854684713042,0.0,688.0,0.0,47.5,0.0,0.0,0.9985925555229187,0.007233115378767252,0.00026355010049883276,0.9998253583908081,AON,2013,2,
