,index,gltr_0,gltr_1,gltr_2,gltr_3,gltr_Label,gpt_zero_Burtiness,gpt_zero_Label,gpt_zero_Perplexity,roberta_Label,roberta_large_Label,roberta_large_score_0,roberta_large_score_1,roberta_score_Fake,roberta_score_Real,symbol,year,quarter,Text
1,mean,0.7104528091186236,0.18780907830396185,0.08334653268674203,0.018391579890672503,0.5454545454545454,270.1818181818182,0.7272727272727273,23.363636363636363,0.09090909090909091,0.0,0.9958111210302873,0.004188868434126066,0.07752977800423237,0.9224702282385393,AAPL,2015,3,
2,std,0.028579433829623253,0.018967339245723067,0.014417272218720568,0.010788314464198156,0.5222329678670935,153.97845185727658,0.46709936649691375,6.233341435742586,0.3015113445777636,0.0,0.006418577668115149,0.006418570409547264,0.25405980916147586,0.25405981133294475,AAPL,2015,3,
3,min,0.6589595375722543,0.15868263473053892,0.058823529411764705,0.005390835579514825,0.0,58.0,0.0,15.0,0.0,0.0,0.9821488261222839,0.0004676352837122977,0.0001756510609993711,0.15647560358047485,AAPL,2015,3,
4,25%,0.6909334359747109,0.16909695356805796,0.07453046429396401,0.008574858514834506,0.0,132.5,0.5,20.0,0.0,0.0,0.9966513216495514,0.0008116409881040454,0.00019767391495406628,0.9996340870857239,AAPL,2015,3,
5,50%,0.7180232558139535,0.19726027397260273,0.08771929824561403,0.014970059880239521,1.0,288.0,1.0,23.0,0.0,0.0,0.999143123626709,0.0008569076890125871,0.0002494441287126392,0.999750554561615,AAPL,2015,3,
6,75%,0.7330456621369784,0.202033262346618,0.09392516728345043,0.0278879994479332,1.0,375.5,1.0,24.5,0.0,0.0,0.9991883635520935,0.0033486896427348256,0.0003659116628114134,0.9998023509979248,AAPL,2015,3,
7,max,0.7485029940119761,0.2099125364431487,0.10115606936416185,0.03757225433526012,1.0,498.0,1.0,38.0,1.0,0.0,0.9995323419570923,0.017851093783974648,0.8435243964195251,0.9998243451118469,AAPL,2015,3,
0,count,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,AAPL,2015,4,
1,mean,0.6971982175911086,0.19678236467174612,0.08579592706580041,0.02022349067134496,0.36363636363636365,552.9090909090909,0.5454545454545454,26.09090909090909,0.0,0.0,0.9983104413205927,0.0016895594625649128,0.0002857441074659371,0.999714271588759,AAPL,2015,4,
2,std,0.03192109503945678,0.03145587494220165,0.011717965063859876,0.007914780208350066,0.504524979109513,1078.1138580451932,0.5222329678670935,5.2048928030180495,0.0,0.0,0.0014805111761514724,0.0014805134898457609,8.59249473430021e-05,8.593814174776888e-05,AAPL,2015,4,
3,min,0.6341463414634146,0.1511627906976744,0.06460674157303371,0.0056179775280898875,0.0,74.0,0.0,18.0,0.0,0.0,0.9950997233390808,0.0004808095982298255,0.00017125593149103224,0.9995249509811401,AAPL,2015,4,
4,25%,0.6847392321453145,0.17635847461682003,0.07887833238797504,0.015439194545742826,0.0,110.0,0.0,22.0,0.0,0.0,0.997916042804718,0.0005624119949061424,0.00021421810379251838,0.9996854066848755,AAPL,2015,4,
5,50%,0.6916666666666667,0.1884498480243161,0.08587257617728532,0.02127659574468085,0.0,177.0,1.0,28.0,0.0,0.0,0.9989205598831177,0.001079416018910706,0.0002928539179265499,0.9997071623802185,AAPL,2015,4,
