,index,gltr_0,gltr_1,gltr_2,gltr_3,gltr_Label,gpt_zero_Burtiness,gpt_zero_Label,gpt_zero_Perplexity,roberta_Label,roberta_large_Label,roberta_large_score_0,roberta_large_score_1,roberta_score_Fake,roberta_score_Real,symbol,year,quarter,Text
3,min,0.6752136752136753,0.15762273901808785,0.06388888888888888,0.007751937984496124,0.0,76.0,0.0,15.0,0.0,0.0,0.9745548963546753,0.0012586149387061596,0.00017086138541344553,0.9180504679679871,AAPL,2009,2,
4,25%,0.7009790528233151,0.1784722222222222,0.06484305502605159,0.01956908831908832,0.25,172.25,0.25,19.75,0.0,0.0,0.9785222262144089,0.0015058308199513704,0.00017594203382031992,0.9934026300907135,AAPL,2009,2,
5,50%,0.7083333333333334,0.19444444444444445,0.07028688524590164,0.02247150997150997,1.0,229.0,1.0,23.0,0.0,0.0,0.9939242005348206,0.006075801094993949,0.0002787190824165009,0.9997213184833527,AAPL,2009,2,
6,75%,0.7215277777777778,0.20573770491803278,0.07916666666666666,0.026741803278688525,1.0,326.25,1.0,24.0,0.0,0.0,0.9984941631555557,0.021477774949744344,0.006597309424250852,0.9998240768909454,AAPL,2009,2,
7,max,0.7700258397932817,0.2222222222222222,0.08262108262108261,0.030555555555555555,1.0,938.0,1.0,27.0,0.0,0.0,0.9987414479255676,0.025445077568292618,0.08194953948259354,0.9998290538787842,AAPL,2009,2,
0,count,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,AAPL,2009,3,
1,mean,0.7203191711544448,0.19034914684852758,0.07199562059606647,0.01733606140096108,1.0,355.0,0.8333333333333334,19.833333333333332,0.0,0.0,0.98436439037323,0.015635621326509863,0.054346913998112235,0.945653090874354,AAPL,2009,3,
2,std,0.012569580198936649,0.009227985159875994,0.00935543354659144,0.005215228980562772,0.0,513.1674190749058,0.408248290463863,2.48327740429189,0.0,0.0,0.019264537064996274,0.019264497042822425,0.11327216946193275,0.11327218967286702,AAPL,2009,3,
3,min,0.7060439560439561,0.17857142857142858,0.06267029972752043,0.010899182561307902,1.0,58.0,0.0,17.0,0.0,0.0,0.9462868571281433,0.0007261832943186164,0.00017235992709174752,0.7165600657463074,AAPL,2009,3,
4,25%,0.7107438016528925,0.18576308539944902,0.06611721611721612,0.014120879120879122,1.0,94.0,1.0,18.25,0.0,0.0,0.9863763451576233,0.005801374092698097,0.0002660005666257348,0.9700049012899399,AAPL,2009,3,
5,50%,0.7193828898374353,0.1900345140781108,0.06914600550964187,0.016506221051675596,1.0,174.0,1.0,19.5,0.0,0.0,0.9898942112922668,0.010105793830007315,0.0015908419154584408,0.9984091818332672,AAPL,2009,3,
6,75%,0.7300054945054946,0.1923120228792758,0.07559864378046197,0.020615747888475162,1.0,242.75,1.0,20.75,0.0,0.0,0.9941986799240112,0.013623686507344246,0.029995072225574404,0.9997340589761734,AAPL,2009,3,
7,max,0.7356948228882834,0.20604395604395603,0.0881542699724518,0.024793388429752067,1.0,1391.0,1.0,24.0,0.0,0.0,0.9992738366127014,0.05371307209134102,0.28343990445137024,0.9998276233673096,AAPL,2009,3,
0,count,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,AAPL,2009,4,
1,mean,0.7275407823940642,0.17488040358799903,0.07335668308329082,0.02422213093464601,0.75,47992.25,0.625,21.625,0.0,0.0,0.986288420855999,0.013711575593333691,0.00023319463070947677,0.9997667968273163,AAPL,2009,4,
2,std,0.040459795997746364,0.0327111975754592,0.014363734055195526,0.010487687242930968,0.4629100498862757,90961.90897882161,0.5175491695067657,6.41287766919033,0.0,0.0,0.024997930803870423,0.024997941767667665,7.504192637115035e-05,7.503058361711029e-05,AAPL,2009,4,
3,min,0.6621983914209115,0.12634408602150538,0.053475935828877004,0.010752688172043012,0.0,108.0,0.0,14.0,0.0,0.0,0.926392674446106,0.0007025308441370726,0.00016876246081665158,0.9996308088302612,AAPL,2009,4,
4,25%,0.7034320826693707,0.15628799546080896,0.0654190646024155,0.01768650828438678,0.75,139.75,0.0,17.5,0.0,0.0,0.9855019301176071,0.0010487362160347402,0.0001751886993588414,0.9997350126504898,AAPL,2009,4,
5,50%,0.7323719353613278,0.1749096971380939,0.07392228293867638,0.023133754554875804,1.0,274.5,1.0,20.0,0.0,0.0,0.9982686042785645,0.0017313908319920301,0.00020586862956406549,0.9997941255569458,AAPL,2009,4,
6,75%,0.752322282564643,0.1990969270381035,0.07914432529043788,0.02958669944971315,1.0,38252.75,1.0,25.0,0.0,0.0,0.998951256275177,0.01449803845025599,0.0002649788511916995,0.9998248368501663,AAPL,2009,4,
7,max,0.7795698924731183,0.21715817694369974,0.09887005649717515,0.04289544235924933,1.0,232691.0,1.0,31.0,0.0,0.0,0.9992974996566772,0.07360736280679703,0.0003692211175803095,0.9998311996459961,AAPL,2009,4,
0,count,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,AAPL,2010,1,
1,mean,0.714699249020308,0.19241774036576137,0.07334681570281822,0.019536194911112418,0.7142857142857143,1485.857142857143,0.42857142857142855,22.285714285714285,0.0,0.0,0.9830474002020699,0.016952618698789074,0.0008032554864517546,0.9991967337472099,AAPL,2010,1,
2,std,0.0244186093580712,0.014868894359874001,0.015377533692350807,0.00944359974450457,0.48795003647426666,2537.1235962911114,0.5345224838248487,4.715728494951256,0.0,0.0,0.03917704439413096,0.039177031919549146,0.0013874965279375934,0.0013874972538276068,AAPL,2010,1,
3,min,0.6713483146067416,0.16991643454038996,0.046012269938650305,0.005376344086021506,0.0,113.0,0.0,17.0,0.0,0.0,0.8944228887557983,0.0005499326507560909,0.00016870164836291224,0.9960559606552124,AAPL,2010,1,
4,25%,0.7035104242476133,0.18478577674147478,0.0657815916374637,0.015817962276720655,0.5,201.0,0.0,19.0,0.0,0.0,0.9950650930404663,0.0007945504039525986,0.00023701933969277889,0.9996242821216583,AAPL,2010,1,
5,50%,0.7232876712328767,0.1935483870967742,0.08206686930091185,0.018404907975460124,1.0,491.0,0.0,21.0,0.0,0.0,0.9989176988601685,0.0010823450284078717,0.00028463517082855105,0.9997153878211975,AAPL,2010,1,
6,75%,0.7296512124681717,0.20111568286121223,0.08323072187163305,0.022409666915139865,1.0,1150.0,1.0,25.0,0.0,0.0,0.9992054998874664,0.004934924305416644,0.0003756923688342795,0.9997629523277283,AAPL,2010,1,
7,max,0.7419354838709677,0.2116564417177914,0.08732394366197183,0.03651685393258427,1.0,7095.0,1.0,30.0,0.0,0.0,0.9994500279426575,0.10557710379362106,0.003944028168916702,0.9998313188552856,AAPL,2010,1,
0,count,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,AAPL,2010,2,
1,mean,0.711569811027819,0.19640903473997037,0.07475699992072705,0.017264154311483454,0.5,596.5,0.5,21.833333333333332,0.0,0.0,0.9967390398184458,0.003260951469807575,0.00023851667356211692,0.9997615019480387,AAPL,2010,2,
2,std,0.022094314790422693,0.012325041649441957,0.011160704229269892,0.00612536051101332,0.5477225575051661,423.55955897606657,0.5477225575051661,2.714160398109638,0.0,0.0,0.0037616880510013898,0.0037616757364976362,6.5033170682757e-05,6.50432218836981e-05,AAPL,2010,2,
3,min,0.6883852691218131,0.18309859154929578,0.061971830985915494,0.005633802816901409,0.0,230.0,0.0,19.0,0.0,0.0,0.9892292618751526,0.0009784441208466887,0.00017415249021723866,0.9996743202209473,AAPL,2010,2,
4,25%,0.6968469866894331,0.1894328784537757,0.06631870120876354,0.017009238990471284,0.0,285.25,0.0,19.5,0.0,0.0,0.9971594363451004,0.0012134576682001352,0.0001932477389345877,0.999708279967308,AAPL,2010,2,
5,50%,0.7078129023950555,0.19357755442586053,0.07286966484348639,0.018437741437033223,0.5,439.0,0.5,22.0,0.0,0.0,0.9981915950775146,0.001808385772164911,0.0002134647947968915,0.9997865557670593,AAPL,2010,2,
6,75%,0.7191434777134224,0.19990854607721045,0.08487523768869572,0.021395863246536535,1.0,817.0,1.0,23.0,0.0,0.0,0.9987865537405014,0.0028405808261595666,0.000291764379653614,0.9998067617416382,AAPL,2010,2,
7,max,0.7492957746478873,0.21813031161473087,0.08781869688385269,0.0221606648199446,1.0,1294.0,1.0,26.0,0.0,0.0,0.9990215301513672,0.010770699009299278,0.0003256449999753386,0.9998258948326111,AAPL,2010,2,
0,count,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,AAPL,2010,3,
1,mean,0.7248885015103514,0.18073983449964648,0.07206814267237167,0.02230352131763041,0.8333333333333334,8239.666666666666,0.6666666666666666,21.333333333333332,0.0,0.0,0.9975162049134573,0.002483805854960034,0.00026159295278678957,0.9997383952140808,AAPL,2010,3,
2,std,0.018308603036429994,0.02019558457772572,0.011996328857202738,0.006219629160080149,0.408248290463863,19413.469701901995,0.5163977794943223,2.8047578623950176,0.0,0.0,0.0016693830911558853,0.0016694070370476806,0.0001606546692143933,0.00016064651555919757,AAPL,2010,3,
3,min,0.696969696969697,0.15517241379310345,0.05449591280653951,0.01634877384196185,0.0,95.0,0.0,18.0,0.0,0.0,0.9952290058135986,0.001118389656767249,0.00016912605497054756,0.9994133710861206,AAPL,2010,3,
4,25%,0.7134020739214906,0.16755511068693407,0.06361270727929,0.019310455346718252,1.0,131.5,0.25,19.25,0.0,0.0,0.996170699596405,0.0012136756267864257,0.00018321885363548063,0.9997772872447968,AAPL,2010,3,
5,50%,0.729765590446705,0.18333474795330212,0.07620264432115534,0.019752762123093577,1.0,217.5,1.0,21.0,0.0,0.0,0.9982829391956329,0.0017170478822663426,0.00020445357222342864,0.9997955560684204,AAPL,2010,3,
6,75%,0.7400688369424924,0.1869691771724363,0.08111935582032256,0.023830964044440177,1.0,761.75,1.0,23.5,0.0,0.0,0.9987863004207611,0.003829338413197547,0.00022267566237132996,0.9998167753219604,AAPL,2010,3,
7,max,0.7413793103448276,0.21212121212121213,0.08333333333333333,0.03361344537815126,1.0,47862.0,1.0,25.0,0.0,0.0,0.9988816380500793,0.004771029576659203,0.0005866342107765377,0.9998308420181274,AAPL,2010,3,
0,count,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,AAPL,2010,4,
1,mean,0.715270952146967,0.1903187903872596,0.07399743556914,0.02041282189663332,0.75,375.0,0.8333333333333334,22.083333333333332,0.0,0.0,0.9978577891985575,0.0021422071440611035,0.00041062464273030247,0.9995893836021423,AAPL,2010,4,
2,std,0.02014053460356245,0.01597513694442123,0.015507515123183794,0.009899032825251954,0.45226701686664544,680.8118148745124,0.38924947208076144,4.621261798043973,0.0,0.0,0.0022303836849906413,0.0022303965515155107,0.00048105967950695823,0.0004810502715434417,AAPL,2010,4,
3,min,0.6781609195402298,0.16883116883116883,0.05234159779614325,0.00273224043715847,0.0,90.0,0.0,17.0,0.0,0.0,0.9931504130363464,0.0005559897981584072,0.00017262880282942206,0.9982258677482605,AAPL,2010,4,
4,25%,0.7003140713418767,0.17623321968889835,0.06262979983208873,0.011519182571814151,0.75,139.0,1.0,19.75,0.0,0.0,0.9966918230056763,0.0007673860236536711,0.00019333410818944685,0.9997363984584808,AAPL,2010,4,
5,50%,0.7146847565841979,0.18986890852094612,0.06733190632082599,0.02163149350649351,1.0,205.0,1.0,21.0,0.0,0.0,0.9991306066513062,0.00086935781291686,0.0002303869987372309,0.9997696280479431,AAPL,2010,4,
6,75%,0.7293625914315569,0.2003173179160021,0.08626132639290533,0.028525478246148636,1.0,224.25,1.0,22.25,0.0,0.0,0.9992325752973557,0.003308212151750922,0.0002635842320160009,0.9998067021369934,AAPL,2010,4,
7,max,0.7459016393442623,0.2175141242937853,0.10057471264367816,0.031609195402298854,1.0,2530.0,1.0,34.0,0.0,0.0,0.9994439482688904,0.006849650293588638,0.0017741420306265354,0.9998273849487305,AAPL,2010,4,
0,count,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,AAPL,2011,1,
1,mean,0.7243209639674223,0.18268045255533202,0.07665476598588628,0.016343817491359436,0.6666666666666666,407.0,0.6666666666666666,20.333333333333332,0.0,0.0,0.9933712681134542,0.0066287046841656165,0.0002303127281872245,0.9997696975866953,AAPL,2011,1,
2,std,0.033393543979896474,0.01240502290825174,0.015137368026323138,0.009161423783284543,0.5163977794943223,303.0181512715039,0.5163977794943223,5.354126134736337,0.0,0.0,0.011336880059556582,0.011336877025373985,3.7981339186357747e-05,3.796527507007946e-05,AAPL,2011,1,
3,min,0.6814404432132964,0.164804469273743,0.06417112299465241,0.00267379679144385,0.0,153.0,0.0,15.0,0.0,0.0,0.9705262780189514,0.0006570174591615796,0.0001719670690363273,0.9997254014015198,AAPL,2011,1,
4,25%,0.6971086940599136,0.17647058823529413,0.06689346637588504,0.010964060586144056,0.25,235.75,0.25,16.5,0.0,0.0,0.9953263103961945,0.0010230284242425114,0.0002154640205844771,0.9997402727603912,AAPL,2011,1,
5,50%,0.7294175615552947,0.18282988871224165,0.06874990537614872,0.018843383621001984,1.0,266.5,1.0,18.5,0.0,0.0,0.9984654784202576,0.0015344646526500583,0.00022627162979915738,0.9997737407684326,AAPL,2011,1,
6,75%,0.7520053475935828,0.18957372006152495,0.08617473293846512,0.02095876364169047,1.0,502.0,1.0,25.0,0.0,0.0,0.9989769756793976,0.004673645773436874,0.00025971476497943513,0.9997845888137817,AAPL,2011,1,
7,max,0.7597765363128491,0.1994459833795014,0.1,0.027700831024930747,1.0,950.0,1.0,27.0,0.0,0.0,0.9993429780006409,0.029473692178726196,0.00027464207960292697,0.9998279809951782,AAPL,2011,1,
0,count,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,AAPL,2011,2,
1,mean,0.7151970749825957,0.18708533107156303,0.07956402810356399,0.018153565842277324,0.8571428571428571,241.71428571428572,0.5714285714285714,21.857142857142858,0.0,0.0,0.997435850756509,0.0025641199816683574,0.00022581117393981134,0.9997742005756923,AAPL,2011,2,
2,std,0.03210173020161148,0.01411404324142735,0.015033800756276791,0.012967842109158618,0.37796447300922725,160.15379513217317,0.5345224838248488,6.12178000880385,0.0,0.0,0.002672954232577533,0.002672960207113613,4.11429397059382e-05,4.1127935035153106e-05,AAPL,2011,2,
3,min,0.6648793565683646,0.16180371352785147,0.058355437665782495,0.005305039787798408,0.0,73.0,0.0,15.0,0.0,0.0,0.9919454455375671,0.0005006318679079413,0.0001745218614814803,0.9996976852416992,AAPL,2011,2,
4,25%,0.709090411130413,0.18140440162978444,0.06932541957879403,0.006879920294066588,1.0,142.5,0.0,18.5,0.0,0.0,0.9968733787536621,0.0007296330586541444,0.0002022218468482606,0.9997594952583313,AAPL,2011,2,
5,50%,0.7109826589595376,0.1907356948228883,0.08033240997229917,0.0160857908847185,1.0,229.0,1.0,21.0,0.0,0.0,0.9983187913894653,0.0016812667017802596,0.00021835049847140908,0.9997816681861877,AAPL,2011,2,
6,75%,0.718900439035437,0.196016519704319,0.09020689973675702,0.02719538878547402,1.0,274.0,1.0,23.0,0.0,0.0,0.9992703199386597,0.0031265654833987355,0.0002404803381068632,0.9997977614402771,AAPL,2011,2,
7,max,0.7745358090185677,0.20221606648199447,0.09919571045576407,0.03753351206434316,1.0,557.0,1.0,34.0,0.0,0.0,0.9994993209838867,0.00805454421788454,0.0003024014877155423,0.9998255372047424,AAPL,2011,2,
0,count,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,AAPL,2011,3,
1,mean,0.716689113658306,0.18595577487991616,0.07997718287815936,0.01737792858361849,0.625,254.125,0.625,21.375,0.125,0.0,0.9945859685540199,0.0054140176507644355,0.07219670336053241,0.9278033003211021,AAPL,2011,3,
2,std,0.03923173642288974,0.020512042958552672,0.0215612934098072,0.008344582860984634,0.5175491695067657,243.34833205568867,0.5175491695067657,6.588680769753099,0.3535533905932738,0.0,0.004384556865464331,0.004384558182346967,0.20314871354312203,0.20314871502585613,AAPL,2011,3,
3,min,0.6571428571428571,0.15151515151515152,0.05660377358490566,0.0027548209366391185,0.0,70.0,0.0,14.0,0.0,0.0,0.9861505627632141,0.0007144755218178034,0.00017485133139416575,0.4250362515449524,AAPL,2011,3,
4,25%,0.6951522308519175,0.17633871192814177,0.06521177685950413,0.012644792804074434,0.0,110.25,0.0,17.5,0.0,0.0,0.9937484860420227,0.002540597750339657,0.00023672497627558187,0.9994774907827377,AAPL,2011,3,
5,50%,0.7126344065271593,0.18723441926345608,0.07489040896074683,0.02078329021926583,1.0,134.0,1.0,20.5,0.0,0.0,0.9951820075511932,0.004817951936274767,0.00032330589601770043,0.9996767044067383,AAPL,2011,3,
6,75%,0.7369383270031855,0.1938387869114126,0.08878609593107334,0.022474062250598566,1.0,325.75,1.0,23.25,0.0,0.0,0.9974594116210938,0.0062515330500900745,0.0005224944688961841,0.9997632801532745,AAPL,2011,3,
7,max,0.7796143250688705,0.2222222222222222,0.12285714285714286,0.027247956403269755,1.0,795.0,1.0,35.0,1.0,0.0,0.9992855191230774,0.013849430717527866,0.5749637484550476,0.9998251795768738,AAPL,2011,3,
0,count,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,AAPL,2011,4,
1,mean,0.7194883200232509,0.18709553929319384,0.074264376061315,0.019151764622240188,0.75,4493.75,0.375,21.75,0.0,0.0,0.9973612874746323,0.002638716763613047,0.00023221734045364428,0.9997677803039551,AAPL,2011,4,
2,std,0.03898368448914563,0.016150691765730918,0.024455278992766134,0.010666869597670721,0.4629100498862757,11354.30980163165,0.5175491695067657,7.7781745930520225,0.0,0.0,0.0020673700287104383,0.00206737844155349,3.775077508465648e-05,3.775879143518453e-05,AAPL,2011,4,
3,min,0.66,0.17002881844380405,0.04878048780487805,0.002881844380403458,0.0,152.0,0.0,15.0,0.0,0.0,0.9931954145431519,0.00048376122140325606,0.00018316353089176118,0.9997128844261169,AAPL,2011,4,
